DATE,COUNTRY,PRODUCT,SALES
4/16/2018,UK,TV,938
4/17/2018,US,TAB,108
4/18/2018,GERMANY,PHONE,697
4/19/2018,INDIA,SPEAKERS,312
4/20/2018,UK,IPHONE,96
4/21/2018,US,TV,363
4/22/2018,GERMANY,TAB,80
4/23/2018,INDIA,PHONE,810
4/24/2018,UK,SPEAKERS,985
4/25/2018,US,IPHONE,501
4/26/2018,GERMANY,TV,455
4/27/2018,INDIA,TAB,515
4/28/2018,UK,PHONE,927
4/29/2018,US,SPEAKERS,515
4/30/2018,GERMANY,IPHONE,71
5/1/2018,INDIA,TV,8
5/2/2018,UK,TAB,893
5/3/2018,US,PHONE,813
5/4/2018,GERMANY,SPEAKERS,286
5/5/2018,INDIA,IPHONE,218
5/6/2018,UK,TV,552
5/7/2018,US,TAB,913
5/8/2018,GERMANY,PHONE,809
5/9/2018,INDIA,SPEAKERS,108
5/10/2018,UK,IPHONE,387
5/11/2018,US,TV,552
5/12/2018,GERMANY,TAB,667
5/13/2018,INDIA,PHONE,34
5/14/2018,UK,SPEAKERS,106
5/15/2018,US,IPHONE,319
5/16/2018,GERMANY,TV,717
5/17/2018,INDIA,TAB,682
5/18/2018,UK,PHONE,185
5/19/2018,US,SPEAKERS,914
5/20/2018,GERMANY,IPHONE,171
5/21/2018,INDIA,TV,314
5/22/2018,UK,TAB,947
5/23/2018,US,PHONE,725
5/24/2018,GERMANY,SPEAKERS,964
5/25/2018,INDIA,IPHONE,49
5/26/2018,UK,TV,100
5/27/2018,US,TAB,204
5/28/2018,GERMANY,PHONE,836
5/29/2018,INDIA,SPEAKERS,119
5/30/2018,UK,IPHONE,367
5/31/2018,US,TV,559
6/1/2018,GERMANY,TAB,97
6/2/2018,INDIA,PHONE,267
6/3/2018,UK,SPEAKERS,655
6/4/2018,US,IPHONE,842
6/5/2018,GERMANY,TV,604
6/6/2018,INDIA,TAB,658
6/7/2018,UK,PHONE,896
6/8/2018,US,SPEAKERS,537
6/9/2018,GERMANY,IPHONE,159
6/10/2018,INDIA,TV,187
6/11/2018,UK,TAB,220
6/12/2018,US,PHONE,554
6/13/2018,GERMANY,SPEAKERS,486
6/14/2018,INDIA,IPHONE,197
6/15/2018,UK,TV,587
6/16/2018,US,TAB,850
6/17/2018,GERMANY,PHONE,10
6/18/2018,INDIA,SPEAKERS,923
6/19/2018,UK,IPHONE,376
6/20/2018,US,TV,834
6/21/2018,GERMANY,TAB,534
6/22/2018,INDIA,PHONE,747
6/23/2018,UK,SPEAKERS,467
6/24/2018,US,IPHONE,666
6/25/2018,GERMANY,TV,508
6/26/2018,INDIA,TAB,456
6/27/2018,UK,PHONE,364
6/28/2018,US,SPEAKERS,274
6/29/2018,GERMANY,IPHONE,92
6/30/2018,INDIA,TV,381
7/1/2018,UK,TAB,616
7/2/2018,US,PHONE,752
7/3/2018,GERMANY,SPEAKERS,735
7/4/2018,INDIA,IPHONE,877
7/5/2018,UK,TV,5
7/6/2018,US,TAB,505
7/7/2018,GERMANY,PHONE,361
7/8/2018,INDIA,SPEAKERS,187
7/9/2018,UK,IPHONE,695
7/10/2018,US,TV,410
7/11/2018,GERMANY,TAB,748
7/12/2018,INDIA,PHONE,383
7/13/2018,UK,SPEAKERS,639
7/14/2018,US,IPHONE,641
7/15/2018,GERMANY,TV,19
7/16/2018,INDIA,TAB,983
7/17/2018,UK,PHONE,46
7/18/2018,US,SPEAKERS,952
7/19/2018,GERMANY,IPHONE,800
7/20/2018,INDIA,TV,629
7/21/2018,UK,TAB,429
7/22/2018,US,PHONE,918
7/23/2018,GERMANY,SPEAKERS,353
7/24/2018,INDIA,IPHONE,766
7/25/2018,UK,TV,924
7/26/2018,US,TAB,635
7/27/2018,GERMANY,PHONE,432
7/28/2018,INDIA,SPEAKERS,346
7/29/2018,UK,IPHONE,399
7/30/2018,US,TV,580
7/31/2018,GERMANY,TAB,27
8/1/2018,INDIA,PHONE,496
8/2/2018,UK,SPEAKERS,673
8/3/2018,US,IPHONE,112
8/4/2018,GERMANY,TV,736
8/5/2018,INDIA,TAB,590
8/6/2018,UK,PHONE,692
8/7/2018,US,SPEAKERS,15
8/8/2018,GERMANY,IPHONE,529
8/9/2018,INDIA,TV,518
8/10/2018,UK,TAB,404
8/11/2018,US,PHONE,275
8/12/2018,GERMANY,SPEAKERS,495
8/13/2018,INDIA,IPHONE,684
8/14/2018,UK,TV,620
8/15/2018,US,TAB,592
8/16/2018,GERMANY,PHONE,551
8/17/2018,INDIA,SPEAKERS,880
8/18/2018,UK,IPHONE,790
8/19/2018,US,TV,982
8/20/2018,GERMANY,TAB,239
8/21/2018,INDIA,PHONE,47
8/22/2018,UK,SPEAKERS,756
8/23/2018,US,IPHONE,462
8/24/2018,GERMANY,TV,149
8/25/2018,INDIA,TAB,123
8/26/2018,UK,PHONE,372
8/27/2018,US,SPEAKERS,571
8/28/2018,GERMANY,IPHONE,508
8/29/2018,INDIA,TV,173
8/30/2018,UK,TAB,993
8/31/2018,US,PHONE,834
9/1/2018,GERMANY,SPEAKERS,491
9/2/2018,INDIA,IPHONE,407
9/3/2018,UK,TV,433
9/4/2018,US,TAB,377
9/5/2018,GERMANY,PHONE,537
9/6/2018,INDIA,SPEAKERS,629
9/7/2018,UK,IPHONE,147
9/8/2018,US,TV,181
9/9/2018,GERMANY,TAB,687
9/10/2018,INDIA,PHONE,410
9/11/2018,UK,SPEAKERS,710
9/12/2018,US,IPHONE,289
9/13/2018,GERMANY,TV,886
9/14/2018,INDIA,TAB,820
9/15/2018,UK,PHONE,304
9/16/2018,US,SPEAKERS,587
9/17/2018,GERMANY,IPHONE,220
9/18/2018,INDIA,TV,135
9/19/2018,UK,TAB,796
9/20/2018,US,PHONE,526
9/21/2018,GERMANY,SPEAKERS,841
9/22/2018,INDIA,IPHONE,853
9/23/2018,UK,TV,596
9/24/2018,US,TAB,122
9/25/2018,GERMANY,PHONE,306
9/26/2018,INDIA,SPEAKERS,31
9/27/2018,UK,IPHONE,67
9/28/2018,US,TV,294
9/29/2018,GERMANY,TAB,884
9/30/2018,INDIA,PHONE,230
10/1/2018,UK,SPEAKERS,865
10/2/2018,US,IPHONE,711
10/3/2018,GERMANY,TV,333
10/4/2018,INDIA,TAB,653
10/5/2018,UK,PHONE,627
10/6/2018,US,SPEAKERS,979
10/7/2018,GERMANY,IPHONE,845
10/8/2018,INDIA,TV,288
10/9/2018,UK,TAB,742
10/10/2018,US,PHONE,838
10/11/2018,GERMANY,SPEAKERS,610
10/12/2018,INDIA,IPHONE,799
10/13/2018,UK,TV,559
10/14/2018,US,TAB,447
10/15/2018,GERMANY,PHONE,250
10/16/2018,INDIA,SPEAKERS,442
10/17/2018,UK,IPHONE,125
10/18/2018,US,TV,586
10/19/2018,GERMANY,TAB,975
10/20/2018,INDIA,PHONE,887
10/21/2018,UK,SPEAKERS,283
10/22/2018,US,IPHONE,592
10/23/2018,GERMANY,TV,48
10/24/2018,INDIA,TAB,706
10/25/2018,UK,PHONE,959
10/26/2018,US,SPEAKERS,551
10/27/2018,GERMANY,IPHONE,158
10/28/2018,INDIA,TV,583
10/29/2018,UK,TAB,125
10/30/2018,US,PHONE,279
10/31/2018,GERMANY,SPEAKERS,633
11/1/2018,INDIA,IPHONE,474
11/2/2018,UK,TV,853
11/3/2018,US,TAB,208
11/4/2018,GERMANY,PHONE,502
11/5/2018,INDIA,SPEAKERS,227
11/6/2018,UK,IPHONE,145
11/7/2018,US,TV,482
11/8/2018,GERMANY,TAB,613
11/9/2018,INDIA,PHONE,925
11/10/2018,UK,SPEAKERS,820
11/11/2018,US,IPHONE,632
11/12/2018,GERMANY,TV,560
11/13/2018,INDIA,TAB,981
11/14/2018,UK,PHONE,176
11/15/2018,US,SPEAKERS,704
11/16/2018,GERMANY,IPHONE,119
11/17/2018,INDIA,TV,967
11/18/2018,UK,TAB,510
11/19/2018,US,PHONE,175
11/20/2018,GERMANY,SPEAKERS,669
11/21/2018,INDIA,IPHONE,224
11/22/2018,UK,TV,982
11/23/2018,US,TAB,890
11/24/2018,GERMANY,PHONE,810
11/25/2018,INDIA,SPEAKERS,408
11/26/2018,UK,IPHONE,710
11/27/2018,US,TV,465
11/28/2018,GERMANY,TAB,14
11/29/2018,INDIA,PHONE,426
11/30/2018,UK,SPEAKERS,789
12/1/2018,US,IPHONE,270
12/2/2018,GERMANY,TV,847
12/3/2018,INDIA,TAB,491
12/4/2018,UK,PHONE,997
12/5/2018,US,SPEAKERS,921
12/6/2018,GERMANY,IPHONE,215
12/7/2018,INDIA,TV,827
12/8/2018,UK,TAB,699
12/9/2018,US,PHONE,15
12/10/2018,GERMANY,SPEAKERS,830
12/11/2018,INDIA,IPHONE,433
12/12/2018,UK,TV,10
12/13/2018,US,TAB,832
12/14/2018,GERMANY,PHONE,787
12/15/2018,INDIA,SPEAKERS,35
12/16/2018,UK,IPHONE,823
12/17/2018,US,TV,652
12/18/2018,GERMANY,TAB,654
12/19/2018,INDIA,PHONE,950
12/20/2018,UK,SPEAKERS,469
12/21/2018,US,IPHONE,137
12/22/2018,GERMANY,TV,992
12/23/2018,INDIA,TAB,963
12/24/2018,UK,PHONE,551
12/25/2018,US,SPEAKERS,627
12/26/2018,GERMANY,IPHONE,635
12/27/2018,INDIA,TV,635
12/28/2018,UK,TAB,357
12/29/2018,US,PHONE,898
12/30/2018,GERMANY,SPEAKERS,722
12/31/2018,INDIA,IPHONE,88
1/1/2019,UK,TV,216
1/2/2019,US,TAB,643
1/3/2019,GERMANY,PHONE,224
1/4/2019,INDIA,SPEAKERS,736
1/5/2019,UK,IPHONE,493
1/6/2019,US,TV,997
1/7/2019,GERMANY,TAB,926
1/8/2019,INDIA,PHONE,100
1/9/2019,UK,SPEAKERS,920
1/10/2019,US,IPHONE,953
1/11/2019,GERMANY,TV,148
1/12/2019,INDIA,TAB,127
1/13/2019,UK,PHONE,922
1/14/2019,US,SPEAKERS,303
1/15/2019,GERMANY,IPHONE,809
1/16/2019,INDIA,TV,279
1/17/2019,UK,TAB,840
1/18/2019,US,PHONE,76
1/19/2019,GERMANY,SPEAKERS,225
1/20/2019,INDIA,IPHONE,364
1/21/2019,UK,TV,964
1/22/2019,US,TAB,430
1/23/2019,GERMANY,PHONE,47
1/24/2019,INDIA,SPEAKERS,187
1/25/2019,UK,IPHONE,741
1/26/2019,US,TV,156
1/27/2019,GERMANY,TAB,576
1/28/2019,INDIA,PHONE,503
1/29/2019,UK,SPEAKERS,658
1/30/2019,US,IPHONE,506
1/31/2019,GERMANY,TV,536
2/1/2019,INDIA,TAB,743
2/2/2019,UK,PHONE,441
2/3/2019,US,SPEAKERS,418
2/4/2019,GERMANY,IPHONE,555
2/5/2019,INDIA,TV,892
2/6/2019,UK,TAB,260
2/7/2019,US,PHONE,542
2/8/2019,GERMANY,SPEAKERS,624
2/9/2019,INDIA,IPHONE,292
2/10/2019,UK,TV,573
2/11/2019,US,TAB,110
2/12/2019,GERMANY,PHONE,827
2/13/2019,INDIA,SPEAKERS,877
2/14/2019,UK,IPHONE,199
2/15/2019,US,TV,440
2/16/2019,GERMANY,TAB,900
2/17/2019,INDIA,PHONE,634
2/18/2019,UK,SPEAKERS,240
2/19/2019,US,IPHONE,879
2/20/2019,GERMANY,TV,163
2/21/2019,INDIA,TAB,892
2/22/2019,UK,PHONE,849
2/23/2019,US,SPEAKERS,478
2/24/2019,GERMANY,IPHONE,653
2/25/2019,INDIA,TV,954
2/26/2019,UK,TAB,470
2/27/2019,US,PHONE,162
2/28/2019,GERMANY,SPEAKERS,285
3/1/2019,INDIA,IPHONE,270
3/2/2019,UK,TV,298
3/3/2019,US,TAB,128
3/4/2019,GERMANY,PHONE,395
3/5/2019,INDIA,SPEAKERS,734
3/6/2019,UK,IPHONE,694
3/7/2019,US,TV,345
3/8/2019,GERMANY,TAB,242
3/9/2019,INDIA,PHONE,915
3/10/2019,UK,SPEAKERS,79
3/11/2019,US,IPHONE,443
3/12/2019,GERMANY,TV,426
3/13/2019,INDIA,TAB,540
3/14/2019,UK,PHONE,113
3/15/2019,US,SPEAKERS,427
3/16/2019,GERMANY,IPHONE,533
3/17/2019,INDIA,TV,596
3/18/2019,UK,TAB,798
3/19/2019,US,PHONE,746
3/20/2019,GERMANY,SPEAKERS,369
3/21/2019,INDIA,IPHONE,915
3/22/2019,UK,TV,492
3/23/2019,US,TAB,404
3/24/2019,GERMANY,PHONE,114
3/25/2019,INDIA,SPEAKERS,279
3/26/2019,UK,IPHONE,794
3/27/2019,US,TV,349
3/28/2019,GERMANY,TAB,835
3/29/2019,INDIA,PHONE,437
3/30/2019,UK,SPEAKERS,303
3/31/2019,US,IPHONE,488
4/1/2019,GERMANY,TV,810
4/2/2019,INDIA,TAB,307
4/3/2019,UK,PHONE,820
4/4/2019,US,SPEAKERS,508
4/5/2019,GERMANY,IPHONE,763
4/6/2019,INDIA,TV,871
4/7/2019,UK,TAB,167
4/8/2019,US,PHONE,257
4/9/2019,GERMANY,SPEAKERS,269
4/10/2019,INDIA,IPHONE,62
4/11/2019,UK,TV,146
4/12/2019,US,TAB,507
4/13/2019,GERMANY,PHONE,512
4/14/2019,INDIA,SPEAKERS,766
4/15/2019,UK,IPHONE,602
4/16/2019,US,TV,422
4/17/2019,GERMANY,TAB,514
4/18/2019,INDIA,PHONE,698
4/19/2019,UK,SPEAKERS,81
4/20/2019,US,IPHONE,905
4/21/2019,GERMANY,TV,530
4/22/2019,INDIA,TAB,684
4/23/2019,UK,PHONE,854
4/24/2019,US,SPEAKERS,926
4/25/2019,GERMANY,IPHONE,981
4/26/2019,INDIA,TV,841
4/27/2019,UK,TAB,495
4/28/2019,US,PHONE,517
4/29/2019,GERMANY,SPEAKERS,706
4/30/2019,INDIA,IPHONE,150
5/1/2019,UK,TV,646
5/2/2019,US,TAB,686
5/3/2019,GERMANY,PHONE,23
5/4/2019,INDIA,SPEAKERS,422
5/5/2019,UK,IPHONE,380
5/6/2019,US,TV,426
5/7/2019,GERMANY,TAB,806
5/8/2019,INDIA,PHONE,429
5/9/2019,UK,SPEAKERS,713
5/10/2019,US,IPHONE,620
5/11/2019,GERMANY,TV,385
5/12/2019,INDIA,TAB,490
5/13/2019,UK,PHONE,862
5/14/2019,US,SPEAKERS,111
5/15/2019,GERMANY,IPHONE,696
5/16/2019,INDIA,TV,210
5/17/2019,UK,TAB,513
5/18/2019,US,PHONE,492
5/19/2019,GERMANY,SPEAKERS,949
5/20/2019,INDIA,IPHONE,909
5/21/2019,UK,TV,321
5/22/2019,US,TAB,150
5/23/2019,GERMANY,PHONE,663
5/24/2019,INDIA,SPEAKERS,627
5/25/2019,UK,IPHONE,643
5/26/2019,US,TV,837
5/27/2019,GERMANY,TAB,822
5/28/2019,INDIA,PHONE,755
5/29/2019,UK,SPEAKERS,873
5/30/2019,US,IPHONE,587
5/31/2019,GERMANY,TV,199
6/1/2019,INDIA,TAB,556
6/2/2019,UK,PHONE,748
6/3/2019,US,SPEAKERS,764
6/4/2019,GERMANY,IPHONE,233
6/5/2019,INDIA,TV,246
6/6/2019,UK,TAB,790
6/7/2019,US,PHONE,53
6/8/2019,GERMANY,SPEAKERS,8
6/9/2019,INDIA,IPHONE,952
6/10/2019,UK,TV,707
6/11/2019,US,TAB,434
6/12/2019,GERMANY,PHONE,539
6/13/2019,INDIA,SPEAKERS,228
6/14/2019,UK,IPHONE,843
6/15/2019,US,TV,149
6/16/2019,GERMANY,TAB,818
6/17/2019,INDIA,PHONE,265
6/18/2019,UK,SPEAKERS,621
6/19/2019,US,IPHONE,71
6/20/2019,GERMANY,TV,549
6/21/2019,INDIA,TAB,383
6/22/2019,UK,PHONE,787
6/23/2019,US,SPEAKERS,271
6/24/2019,GERMANY,IPHONE,137
6/25/2019,INDIA,TV,32
6/26/2019,UK,TAB,836
6/27/2019,US,PHONE,215
6/28/2019,GERMANY,SPEAKERS,549
6/29/2019,INDIA,IPHONE,844
6/30/2019,UK,TV,603
7/1/2019,US,TAB,421
7/2/2019,GERMANY,PHONE,343
7/3/2019,INDIA,SPEAKERS,224
7/4/2019,UK,IPHONE,586
7/5/2019,US,TV,210
7/6/2019,GERMANY,TAB,576
7/7/2019,INDIA,PHONE,818
7/8/2019,UK,SPEAKERS,200
7/9/2019,US,IPHONE,558
7/10/2019,GERMANY,TV,831
7/11/2019,INDIA,TAB,396
7/12/2019,UK,PHONE,804
7/13/2019,US,SPEAKERS,509
7/14/2019,GERMANY,IPHONE,260
7/15/2019,INDIA,TV,86
7/16/2019,UK,TAB,902
7/17/2019,US,PHONE,656
7/18/2019,GERMANY,SPEAKERS,907
7/19/2019,INDIA,IPHONE,141
7/20/2019,UK,TV,611
7/21/2019,US,TAB,627
7/22/2019,GERMANY,PHONE,179
7/23/2019,INDIA,SPEAKERS,162
7/24/2019,UK,IPHONE,452
7/25/2019,US,TV,71
7/26/2019,GERMANY,TAB,573
7/27/2019,INDIA,PHONE,376
7/28/2019,UK,SPEAKERS,837
7/29/2019,US,IPHONE,703
7/30/2019,GERMANY,TV,86
7/31/2019,INDIA,TAB,230
8/1/2019,UK,PHONE,367
8/2/2019,US,SPEAKERS,491
8/3/2019,GERMANY,IPHONE,507
8/4/2019,INDIA,TV,89
8/5/2019,UK,TAB,842
8/6/2019,US,PHONE,180
8/7/2019,GERMANY,SPEAKERS,648
8/8/2019,INDIA,IPHONE,726
8/9/2019,UK,TV,544
8/10/2019,US,TAB,820
8/11/2019,GERMANY,PHONE,192
8/12/2019,INDIA,SPEAKERS,668
8/13/2019,UK,IPHONE,366
8/14/2019,US,TV,360
8/15/2019,GERMANY,TAB,619
8/16/2019,INDIA,PHONE,297
8/17/2019,UK,SPEAKERS,978
8/18/2019,US,IPHONE,850
8/19/2019,GERMANY,TV,279
8/20/2019,INDIA,TAB,601
8/21/2019,UK,PHONE,901
8/22/2019,US,SPEAKERS,570
8/23/2019,GERMANY,IPHONE,405
8/24/2019,INDIA,TV,119
8/25/2019,UK,TAB,814
8/26/2019,US,PHONE,602
8/27/2019,GERMANY,SPEAKERS,447
8/28/2019,INDIA,IPHONE,298
8/29/2019,UK,TV,176
8/30/2019,US,TAB,462
8/31/2019,GERMANY,PHONE,148
9/1/2019,INDIA,SPEAKERS,200
9/2/2019,UK,IPHONE,483
9/3/2019,US,TV,334
9/4/2019,GERMANY,TAB,877
9/5/2019,INDIA,PHONE,485
9/6/2019,UK,SPEAKERS,422
9/7/2019,US,IPHONE,197
9/8/2019,GERMANY,TV,609
9/9/2019,INDIA,TAB,144
9/10/2019,UK,PHONE,761
9/11/2019,US,SPEAKERS,118
9/12/2019,GERMANY,IPHONE,129
9/13/2019,INDIA,TV,309
9/14/2019,UK,TAB,555
9/15/2019,US,PHONE,40
9/16/2019,GERMANY,SPEAKERS,98
9/17/2019,INDIA,IPHONE,715
9/18/2019,UK,TV,880
9/19/2019,US,TAB,893
9/20/2019,GERMANY,PHONE,227
9/21/2019,INDIA,SPEAKERS,446
9/22/2019,UK,IPHONE,377
9/23/2019,US,TV,818
9/24/2019,GERMANY,TAB,19
9/25/2019,INDIA,PHONE,618
9/26/2019,UK,SPEAKERS,287
9/27/2019,US,IPHONE,504
9/28/2019,GERMANY,TV,883
9/29/2019,INDIA,TAB,796
9/30/2019,UK,PHONE,621
10/1/2019,US,SPEAKERS,761
10/2/2019,GERMANY,IPHONE,951
10/3/2019,INDIA,TV,835
10/4/2019,UK,TAB,920
10/5/2019,US,PHONE,969
10/6/2019,GERMANY,SPEAKERS,445
10/7/2019,INDIA,IPHONE,998
10/8/2019,UK,TV,160
10/9/2019,US,TAB,483
10/10/2019,GERMANY,PHONE,306
10/11/2019,INDIA,SPEAKERS,175
10/12/2019,UK,IPHONE,379
10/13/2019,US,TV,496
10/14/2019,GERMANY,TAB,157
10/15/2019,INDIA,PHONE,424
10/16/2019,UK,SPEAKERS,646
10/17/2019,US,IPHONE,147
10/18/2019,GERMANY,TV,206
10/19/2019,INDIA,TAB,197
10/20/2019,UK,PHONE,941
10/21/2019,US,SPEAKERS,503
10/22/2019,GERMANY,IPHONE,94
10/23/2019,INDIA,TV,81
10/24/2019,UK,TAB,969
10/25/2019,US,PHONE,178
10/26/2019,GERMANY,SPEAKERS,448
10/27/2019,INDIA,IPHONE,10
10/28/2019,UK,TV,852
10/29/2019,US,TAB,280
10/30/2019,GERMANY,PHONE,423
10/31/2019,INDIA,SPEAKERS,312
11/1/2019,UK,IPHONE,865
11/2/2019,US,TV,838
11/3/2019,GERMANY,TAB,269
11/4/2019,INDIA,PHONE,12
11/5/2019,UK,SPEAKERS,700
11/6/2019,US,IPHONE,942
11/7/2019,GERMANY,TV,178
11/8/2019,INDIA,TAB,942
11/9/2019,UK,PHONE,217
11/10/2019,US,SPEAKERS,820
11/11/2019,GERMANY,IPHONE,309
11/12/2019,INDIA,TV,856
11/13/2019,UK,TAB,83
11/14/2019,US,PHONE,521
11/15/2019,GERMANY,SPEAKERS,503
11/16/2019,INDIA,IPHONE,573
11/17/2019,UK,TV,997
11/18/2019,US,TAB,326
11/19/2019,GERMANY,PHONE,667
11/20/2019,INDIA,SPEAKERS,517
11/21/2019,UK,IPHONE,275
11/22/2019,US,TV,611
11/23/2019,GERMANY,TAB,524
11/24/2019,INDIA,PHONE,916
11/25/2019,UK,SPEAKERS,79
11/26/2019,US,IPHONE,997
11/27/2019,GERMANY,TV,296
11/28/2019,INDIA,TAB,863
11/29/2019,UK,PHONE,763
11/30/2019,US,SPEAKERS,540
12/1/2019,GERMANY,IPHONE,969
12/2/2019,INDIA,TV,469
12/3/2019,UK,TAB,402
12/4/2019,US,PHONE,525
12/5/2019,GERMANY,SPEAKERS,56
12/6/2019,INDIA,IPHONE,600
12/7/2019,UK,TV,815
12/8/2019,US,TAB,535
12/9/2019,GERMANY,PHONE,250
12/10/2019,INDIA,SPEAKERS,636
12/11/2019,UK,IPHONE,71
12/12/2019,US,TV,451
12/13/2019,GERMANY,TAB,414
12/14/2019,INDIA,PHONE,375
12/15/2019,UK,SPEAKERS,454
12/16/2019,US,IPHONE,565
12/17/2019,GERMANY,TV,244
12/18/2019,INDIA,TAB,261
12/19/2019,UK,PHONE,314
12/20/2019,US,SPEAKERS,144
12/21/2019,GERMANY,IPHONE,103
12/22/2019,INDIA,TV,522
12/23/2019,UK,TAB,6
12/24/2019,US,PHONE,542
12/25/2019,GERMANY,SPEAKERS,525
12/26/2019,INDIA,IPHONE,175
12/27/2019,UK,TV,25
12/28/2019,US,TAB,758
12/29/2019,GERMANY,PHONE,42
12/30/2019,INDIA,SPEAKERS,238
12/31/2019,UK,IPHONE,305
1/1/2020,US,TV,180
1/2/2020,GERMANY,TAB,558
1/3/2020,INDIA,PHONE,930
1/4/2020,UK,SPEAKERS,703
1/5/2020,US,IPHONE,477
1/6/2020,GERMANY,TV,702
1/7/2020,INDIA,TAB,915
1/8/2020,UK,PHONE,241
1/9/2020,US,SPEAKERS,100
1/10/2020,GERMANY,IPHONE,173
1/11/2020,INDIA,TV,274
1/12/2020,UK,TAB,525
1/13/2020,US,PHONE,169
1/14/2020,GERMANY,SPEAKERS,7
1/15/2020,INDIA,IPHONE,145
1/16/2020,UK,TV,240
1/17/2020,US,TAB,711
1/18/2020,GERMANY,PHONE,182
1/19/2020,INDIA,SPEAKERS,419
1/20/2020,UK,IPHONE,207
1/21/2020,US,TV,58
1/22/2020,GERMANY,TAB,789
1/23/2020,INDIA,PHONE,744
1/24/2020,UK,SPEAKERS,705
1/25/2020,US,IPHONE,373
1/26/2020,GERMANY,TV,407
1/27/2020,INDIA,TAB,347
1/28/2020,UK,PHONE,534
1/29/2020,US,SPEAKERS,315
1/30/2020,GERMANY,IPHONE,53
1/31/2020,INDIA,TV,951
2/1/2020,UK,TAB,331
2/2/2020,US,PHONE,830
2/3/2020,GERMANY,SPEAKERS,244
2/4/2020,INDIA,IPHONE,295
2/5/2020,UK,TV,908
2/6/2020,US,TAB,318
